instance_name,node_label,dof,event_type,first_source_file,first_occurrence_line,first_context,physical_component_category,proposed_action
SPILLWAY_BAY_05_I,34,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1378,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_05_I.34 D.O.F. 3 RATIO = 220.056E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_05_I,38,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1382,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_05_I.38 D.O.F. 1 RATIO = 5.85319E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_05_I,38,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1386,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_05_I.38 D.O.F. 2 RATIO = 1.95490E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_05_I,38,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1390,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_05_I.38 D.O.F. 3 RATIO = 1.32217E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,31,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,310,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.31 D.O.F. 3 RATIO = 341.841E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,34,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,314,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.34 D.O.F. 1 RATIO = 54.3485E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,34,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,318,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.34 D.O.F. 3 RATIO = 220.056E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,38,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,322,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.38 D.O.F. 1 RATIO = 5.85319E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,38,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,326,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.38 D.O.F. 2 RATIO = 1.95490E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_06_I,38,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,330,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_06_I.38 D.O.F. 3 RATIO = 1.32217E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,31,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,708,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.31 D.O.F. 1 RATIO = 10.0264E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,35,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,712,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.35 D.O.F. 1 RATIO = 255.634E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,35,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,716,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.35 D.O.F. 3 RATIO = 84.7551E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,39,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,720,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.39 D.O.F. 1 RATIO = 647.146E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,39,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,724,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.39 D.O.F. 2 RATIO = 332.425E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_BAY_08_I,39,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,728,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_BAY_08_I.39 D.O.F. 3 RATIO = 591.747E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,13,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,238,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.13 D.O.F. 1 RATIO = 116.323E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,23,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,242,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.23 D.O.F. 1 RATIO = 2.09430E+12.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,23,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,246,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.23 D.O.F. 3 RATIO = 39.3618E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,28,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,250,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.28 D.O.F. 1 RATIO = 341.873E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,28,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,254,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.28 D.O.F. 2 RATIO = 1.33453E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_LEFT_WALL_I,28,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,258,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_LEFT_WALL_I.28 D.O.F. 3 RATIO = 388.883E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,13,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,502,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.13 D.O.F. 1 RATIO = 116.323E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,23,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,506,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.23 D.O.F. 1 RATIO = 2.09430E+12.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,23,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,510,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.23 D.O.F. 3 RATIO = 39.3618E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,28,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,514,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.28 D.O.F. 1 RATIO = 341.873E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,28,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,518,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.28 D.O.F. 2 RATIO = 1.33453E+15.,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_RIGHT_WALL_I,28,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,522,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_RIGHT_WALL_I.28 D.O.F. 3 RATIO = 388.883E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,53,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1082,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.53 D.O.F. 3 RATIO = 133.144E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,58,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1086,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.58 D.O.F. 2 RATIO = 690.798E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,58,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1090,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.58 D.O.F. 3 RATIO = 32.7523E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,59,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1094,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.59 D.O.F. 1 RATIO = 801.806E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,59,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1098,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.59 D.O.F. 2 RATIO = 466.353E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
SPILLWAY_STILLING_BASIN_I,59,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1102,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | SPILLWAY_STILLING_BASIN_I.59 D.O.F. 3 RATIO = 527.836E+12 .,spillway structure (B),suppress in core; restore spillway group with supporting-foundation contact/tie
TAILWATER_CHANNEL_I,61,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1154,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.61 D.O.F. 3 RATIO = 372.752E+12 .,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
TAILWATER_CHANNEL_I,68,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1158,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.68 D.O.F. 2 RATIO = 126.748E+12 .,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
TAILWATER_CHANNEL_I,68,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1162,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.68 D.O.F. 3 RATIO = 162.428E+12 .,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
TAILWATER_CHANNEL_I,69,1,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1166,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.69 D.O.F. 1 RATIO = 345.595E+12 .,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
TAILWATER_CHANNEL_I,69,2,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1170,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.69 D.O.F. 2 RATIO = 1.29923E+15.,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
TAILWATER_CHANNEL_I,69,3,NUMERICAL_SINGULARITY,v12_3d_fullrun.msg,1174,***WARNING: SOLVER PROBLEM. NUMERICAL SINGULARITY WHEN PROCESSING NODE | TAILWATER_CHANNEL_I.69 D.O.F. 3 RATIO = 380.017E+12 .,other appurtenant structure (C),suppress in core; inspect geometry and restore only with source-supported load path
